,Series_Title,Released_Year,Certificate,Genre,All_Stars,runtime_in_minutes,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
24,Saving Private Ryan,1998,R,War,Tom Hanks,169,8.6,91.0,Steven Spielberg,1235804,"216,540,909"
24,Saving Private Ryan,1998,R,War,Matt Damon,169,8.6,91.0,Steven Spielberg,1235804,"216,540,909"
24,Saving Private Ryan,1998,R,War,Tom Sizemore,169,8.6,91.0,Steven Spielberg,1235804,"216,540,909"
24,Saving Private Ryan,1998,R,War,Edward Burns,169,8.6,91.0,Steven Spielberg,1235804,"216,540,909"
25,The Green Mile,1999,A,Crime,Tom Hanks,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Crime,Michael Clarke Duncan,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Crime,David Morse,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Crime,Bonnie Hunt,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Drama,Tom Hanks,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Drama,Michael Clarke Duncan,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Drama,David Morse,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Drama,Bonnie Hunt,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Fantasy,Tom Hanks,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Fantasy,Michael Clarke Duncan,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Fantasy,David Morse,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
25,The Green Mile,1999,A,Fantasy,Bonnie Hunt,189,8.6,61.0,Frank Darabont,1147794,"136,801,374"
26,La vita è bella,1997,U,Comedy,Roberto Benigni,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Comedy,Nicoletta Braschi,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Comedy,Giorgio Cantarini,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Comedy,Giustino Durano,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Drama,Roberto Benigni,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Drama,Nicoletta Braschi,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Drama,Giorgio Cantarini,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Drama,Giustino Durano,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Romance,Roberto Benigni,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Romance,Nicoletta Braschi,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Romance,Giorgio Cantarini,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
26,La vita è bella,1997,U,Romance,Giustino Durano,116,8.6,59.0,Roberto Benigni,623629,"57,598,247"
27,Se7en,1995,A,Crime,Morgan Freeman,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Crime,Brad Pitt,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Crime,Kevin Spacey,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Crime,Andrew Kevin Walker,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Drama,Morgan Freeman,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Drama,Brad Pitt,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Drama,Kevin Spacey,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Drama,Andrew Kevin Walker,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Mystery,Morgan Freeman,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Mystery,Brad Pitt,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Mystery,Kevin Spacey,127,8.6,65.0,David Fincher,1445096,"100,125,643"
27,Se7en,1995,A,Mystery,Andrew Kevin Walker,127,8.6,65.0,David Fincher,1445096,"100,125,643"
28,The Silence of the Lambs,1991,A,Crime,Jodie Foster,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Crime,Anthony Hopkins,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Crime,Lawrence A. Bonney,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Crime,Kasi Lemmons,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Drama,Jodie Foster,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Drama,Anthony Hopkins,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Drama,Lawrence A. Bonney,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Drama,Kasi Lemmons,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Thriller,Jodie Foster,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Thriller,Anthony Hopkins,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Thriller,Lawrence A. Bonney,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
28,The Silence of the Lambs,1991,A,Thriller,Kasi Lemmons,118,8.6,85.0,Jonathan Demme,1270197,"130,742,922"
29,Star Wars,1977,UA,Action,Mark Hamill,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Action,Harrison Ford,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Action,Carrie Fisher,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Action,Alec Guinness,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Adventure,Mark Hamill,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Adventure,Harrison Ford,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Adventure,Carrie Fisher,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Adventure,Alec Guinness,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Fantasy,Mark Hamill,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Fantasy,Harrison Ford,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Fantasy,Carrie Fisher,121,8.6,90.0,George Lucas,1231473,"322,740,140"
29,Star Wars,1977,UA,Fantasy,Alec Guinness,121,8.6,90.0,George Lucas,1231473,"322,740,140"
30,Seppuku,1962,,Action,Tatsuya Nakadai,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Action,Akira Ishihama,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Action,Shima Iwashita,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Action,Tetsurô Tanba,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Drama,Tatsuya Nakadai,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Drama,Akira Ishihama,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Drama,Shima Iwashita,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Drama,Tetsurô Tanba,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Mystery,Tatsuya Nakadai,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Mystery,Akira Ishihama,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Mystery,Shima Iwashita,133,8.6,85.0,Masaki Kobayashi,42004,
30,Seppuku,1962,,Mystery,Tetsurô Tanba,133,8.6,85.0,Masaki Kobayashi,42004,
31,Shichinin no samurai,1954,U,Action,Toshirô Mifune,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Action,Takashi Shimura,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Action,Keiko Tsushima,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Action,Yukiko Shimazaki,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Adventure,Toshirô Mifune,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Adventure,Takashi Shimura,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Adventure,Keiko Tsushima,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Adventure,Yukiko Shimazaki,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Drama,Toshirô Mifune,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Drama,Takashi Shimura,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Drama,Keiko Tsushima,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
31,Shichinin no samurai,1954,U,Drama,Yukiko Shimazaki,207,8.6,98.0,Akira Kurosawa,315744,"269,061"
32,It's a Wonderful Life,1946,PG,Drama,James Stewart,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Drama,Donna Reed,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Drama,Lionel Barrymore,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Drama,Thomas Mitchell,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Family,James Stewart,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Family,Donna Reed,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Family,Lionel Barrymore,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Family,Thomas Mitchell,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Fantasy,James Stewart,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Fantasy,Donna Reed,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Fantasy,Lionel Barrymore,130,8.6,89.0,Frank Capra,405801,
32,It's a Wonderful Life,1946,PG,Fantasy,Thomas Mitchell,130,8.6,89.0,Frank Capra,405801,
33,Joker,2019,A,Crime,Joaquin Phoenix,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Crime,Robert De Niro,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Crime,Zazie Beetz,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Crime,Frances Conroy,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Drama,Joaquin Phoenix,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Drama,Robert De Niro,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Drama,Zazie Beetz,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Drama,Frances Conroy,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Thriller,Joaquin Phoenix,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Thriller,Robert De Niro,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Thriller,Zazie Beetz,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
33,Joker,2019,A,Thriller,Frances Conroy,122,8.5,59.0,Todd Phillips,939252,"335,451,311"
34,Whiplash,2014,A,Drama,Miles Teller,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Drama,J.K. Simmons,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Drama,Melissa Benoist,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Drama,Paul Reiser,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Music,Miles Teller,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Music,J.K. Simmons,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Music,Melissa Benoist,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
34,Whiplash,2014,A,Music,Paul Reiser,106,8.5,88.0,Damien Chazelle,717585,"13,092,000"
35,The Intouchables,2011,UA,Biography,Éric Toledano,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Biography,François Cluzet,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Biography,Omar Sy,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Biography,Anne Le Ny,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Comedy,Éric Toledano,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Comedy,François Cluzet,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Comedy,Omar Sy,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Comedy,Anne Le Ny,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Drama,Éric Toledano,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Drama,François Cluzet,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Drama,Omar Sy,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
35,The Intouchables,2011,UA,Drama,Anne Le Ny,112,8.5,57.0,Olivier Nakache,760360,"13,182,281"
36,The Prestige,2006,U,Drama,Christian Bale,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Drama,Hugh Jackman,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Drama,Scarlett Johansson,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Drama,Michael Caine,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Mystery,Christian Bale,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Mystery,Hugh Jackman,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Mystery,Scarlett Johansson,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Mystery,Michael Caine,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Sci-Fi,Christian Bale,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Sci-Fi,Hugh Jackman,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Sci-Fi,Scarlett Johansson,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
36,The Prestige,2006,U,Sci-Fi,Michael Caine,130,8.5,66.0,Christopher Nolan,1190259,"53,089,891"
37,The Departed,2006,A,Crime,Leonardo DiCaprio,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Crime,Matt Damon,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Crime,Jack Nicholson,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Crime,Mark Wahlberg,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Drama,Leonardo DiCaprio,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Drama,Matt Damon,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Drama,Jack Nicholson,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Drama,Mark Wahlberg,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Thriller,Leonardo DiCaprio,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Thriller,Matt Damon,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Thriller,Jack Nicholson,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
37,The Departed,2006,A,Thriller,Mark Wahlberg,151,8.5,85.0,Martin Scorsese,1189773,"132,384,315"
38,The Pianist,2002,R,Biography,Adrien Brody,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Biography,Thomas Kretschmann,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Biography,Frank Finlay,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Biography,Emilia Fox,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Drama,Adrien Brody,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Drama,Thomas Kretschmann,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Drama,Frank Finlay,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Drama,Emilia Fox,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Music,Adrien Brody,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Music,Thomas Kretschmann,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Music,Frank Finlay,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
38,The Pianist,2002,R,Music,Emilia Fox,150,8.5,85.0,Roman Polanski,729603,"32,572,577"
39,Gladiator,2000,UA,Action,Russell Crowe,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Action,Joaquin Phoenix,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Action,Connie Nielsen,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Action,Oliver Reed,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Adventure,Russell Crowe,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Adventure,Joaquin Phoenix,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Adventure,Connie Nielsen,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Adventure,Oliver Reed,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Drama,Russell Crowe,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Drama,Joaquin Phoenix,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Drama,Connie Nielsen,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
39,Gladiator,2000,UA,Drama,Oliver Reed,155,8.5,67.0,Ridley Scott,1341460,"187,705,427"
40,American History X,1998,R,Drama,Edward Norton,119,8.5,62.0,Tony Kaye,1034705,"6,719,864"
40,American History X,1998,R,Drama,Edward Furlong,119,8.5,62.0,Tony Kaye,1034705,"6,719,864"
40,American History X,1998,R,Drama,Beverly D'Angelo,119,8.5,62.0,Tony Kaye,1034705,"6,719,864"
40,American History X,1998,R,Drama,Jennifer Lien,119,8.5,62.0,Tony Kaye,1034705,"6,719,864"
41,The Usual Suspects,1995,A,Crime,Kevin Spacey,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Crime,Gabriel Byrne,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Crime,Chazz Palminteri,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Crime,Stephen Baldwin,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Mystery,Kevin Spacey,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Mystery,Gabriel Byrne,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Mystery,Chazz Palminteri,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Mystery,Stephen Baldwin,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Thriller,Kevin Spacey,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Thriller,Gabriel Byrne,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Thriller,Chazz Palminteri,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
41,The Usual Suspects,1995,A,Thriller,Stephen Baldwin,106,8.5,77.0,Bryan Singer,991208,"23,341,568"
42,Léon,1994,A,Action,Jean Reno,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Action,Gary Oldman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Action,Natalie Portman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Action,Danny Aiello,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Crime,Jean Reno,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Crime,Gary Oldman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Crime,Natalie Portman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Crime,Danny Aiello,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Drama,Jean Reno,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Drama,Gary Oldman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Drama,Natalie Portman,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
42,Léon,1994,A,Drama,Danny Aiello,110,8.5,64.0,Luc Besson,1035236,"19,501,238"
43,The Lion King,1994,U,Animation,Rob Minkoff,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Animation,Matthew Broderick,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Animation,Jeremy Irons,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Animation,James Earl Jones,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Adventure,Rob Minkoff,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Adventure,Matthew Broderick,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Adventure,Jeremy Irons,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Adventure,James Earl Jones,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Drama,Rob Minkoff,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Drama,Matthew Broderick,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Drama,Jeremy Irons,88,8.5,88.0,Roger Allers,942045,"422,783,777"
43,The Lion King,1994,U,Drama,James Earl Jones,88,8.5,88.0,Roger Allers,942045,"422,783,777"
44,Terminator 2: Judgment Day,1991,U,Action,Arnold Schwarzenegger,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Action,Linda Hamilton,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Action,Edward Furlong,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Action,Robert Patrick,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Sci-Fi,Arnold Schwarzenegger,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Sci-Fi,Linda Hamilton,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Sci-Fi,Edward Furlong,137,8.5,75.0,James Cameron,995506,"204,843,350"
44,Terminator 2: Judgment Day,1991,U,Sci-Fi,Robert Patrick,137,8.5,75.0,James Cameron,995506,"204,843,350"
45,Nuovo Cinema Paradiso,1988,U,Drama,Philippe Noiret,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Drama,Enzo Cannavale,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Drama,Antonella Attili,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Drama,Isa Danieli,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Romance,Philippe Noiret,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Romance,Enzo Cannavale,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
45,Nuovo Cinema Paradiso,1988,U,Romance,Antonella Attili,155,8.5,80.0,Giuseppe Tornatore,230763,"11,990,401"
